data/kolin_short.mp4
0
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
1
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
2
-77.5,0,-247.5
74,0,220
74,0,243.667
66,0,243.667
58,0,267.333
58,0,283.111
90,0,243.667
98,0,259.444
98,0,267.333
74,0,275.222
82,0,306.778
74,0,330.444
90,0,275.222
98,0,298.889
18,0,385.667
82,0,259.444
3
-66.5,0,-247.5
79.4146,0,219.951
76.0627,0,243.089
68.3829,0,241.976
57.3511,0,264.002
55.1165,0,279.427
92.5397,0,237.601
97.9849,0,254.139
96.8676,0,261.852
79.2733,0,275.052
74.804,0,305.902
63.7722,0,327.927
88.0704,0,268.452
100.078,0,293.815
83.6011,0,299.302
81.5079,0,259.627
4
-54,0,-248
81.9942,0,221.824
80.0481,0,245.504
72.2411,0,244.863
55.3296,0,259.366
61.8392,0,275.794
96.3108,0,238.894
102.82,0,255.322
109.979,0,263.857
77.4532,0,277.078
67.0514,0,308.01
57.2982,0,331.048
93.716,0,270.468
108.033,0,287.538
98.2794,0,310.576
78.7506,0,261.291
5
-43,0,-248
80.964,0,217.928
79.3272,0,241.61
71.6064,0,241.077
55.0738,0,255.798
61.7033,0,272.12
94.7686,0,242.677
101.944,0,251.105
109.119,0,259.533
77.1447,0,273.187
67.2416,0,304.23
50.709,0,318.952
92.5862,0,274.254
106.936,0,291.11
105.3,0,314.793
85.9567,0,257.932
6
-30.5,0,-248.5
83.6417,0,218.461
89.873,0,242.669
74.102,0,241.566
57.2281,0,256.234
64.0108,0,272.556
97.7585,0,243.22
105.093,0,251.657
97.7585,0,243.22
79.7818,0,273.659
77.5761,0,305.201
53.3682,0,311.433
95.5528,0,274.762
110.221,0,291.636
115.901,0,323.729
88.7701,0,258.44
7
-19.5,0,-248.5
93.9817,0,218.874
92.2748,0,242.512
76.5158,0,241.374
59.6189,0,255.995
65.7915,0,280.203
100.154,0,243.081
107.465,0,251.529
114.775,0,259.978
82.1194,0,273.461
79.2746,0,312.858
64.0846,0,303.841
97.8784,0,274.599
111.93,0,299.375
117.534,0,331.462
91.1368,0,258.271
8
-7.5,0,-249.5
94.0664,0,219.506
87.9719,0,243.407
80.1922,0,243.968
65.7562,0,260.651
67.4415,0,283.991
103.531,0,242.283
104.655,0,257.843
112.435,0,257.281
83.001,0,282.867
85.248,0,313.986
76.9065,0,306.768
97.9987,0,273.964
108.025,0,304.521
110.273,0,335.64
89.0954,0,258.966
9
5,0,-250
94.4294,0,221.758
95.8254,0,244.815
80.4535,0,245.746
66.0123,0,262.049
66.943,0,277.42
103.511,0,244.35
112.128,0,259.257
112.128,0,259.257
90.4661,0,283.71
99.548,0,306.303
91.862,0,306.768
98.152,0,283.245
107.234,0,305.838
93.7233,0,337.512
96.756,0,260.187
10
17.5,0,-251.5
96.8835,0,220.789
96.9297,0,244.474
89.2298,0,244.489
66.1606,0,260.323
73.8914,0,276.098
112.33,0,244.444
120.06,0,260.218
120.06,0,260.218
97.0067,0,283.947
104.768,0,315.511
81.7145,0,339.24
104.707,0,283.932
112.453,0,307.601
89.3529,0,307.646
