data/BP_videos/1.MOV
Frame number,Hips height,Hips velocity loss,Left ankle height,Right ankle height,Shoulders tilt,Shoulders velocity loss,Step angle,Step duration,Takeoff angle,Torso tilt
-216,115.79,186.60,,,-10.56,184.55,12.86,0.95,-7.32,-0.00
-215,,,,,,,46.44,0.30,,
-214,119.44,,92.24,89.98,-13.54,,7.96,0.08,,3.62
-213,120.23,,,,,,-36.16,0.17,,
-212,110.77,,,,,,9.17,0.03,,
-211,119.65,,,,,,-6.20,0.03,,
-210,105.79,,,,-5.36,,-33.13,0.23,,-6.15
-209,117.50,,,89.89,-21.37,,40.70,0.03,,-21.37
-208,111.42,,,,-8.61,,27.53,0.03,,-15.90
-207,110.62,,,,-6.84,,11.18,0.05,,-9.17
-206,112.11,,93.64,86.75,-0.37,,-11.11,0.08,,-8.07
-205,108.20,,76.02,76.02,-15.50,,32.76,0.03,,-15.50
-204,109.21,,,,,,20.79,0.03,,
-203,107.84,,75.61,77.70,-6.30,,7.58,0.47,,-2.93
-202,109.25,,77.56,77.56,-1.91,,-11.01,0.05,,5.48
-201,106.43,,75.65,75.65,11.37,,4.99,0.03,,11.37
-200,105.82,,,,4.77,,-4.07,0.05,,9.40
-199,110.28,,70.27,,-10.69,,-10.31,0.12,,-8.91
-198,,,,,,,-24.60,0.05,,
-197,110.45,,63.87,,-15.13,,26.55,0.03,,-11.77
-196,,,,,,,2.28,0.03,,
-195,,,,,,,-4.28,0.03,,
-194,,,,,,,12.10,0.12,,
-193,,,,,,,5.04,0.03,,
-192,,,,,,,-7.34,0.10,,
-191,,,,,,,-19.82,0.08,,
-190,,,,,,,20.70,0.08,,
-189,,,,,,,14.06,0.03,,
-188,,,,,,,-3.21,,,
-187,,,,,,,,,,
-186,111.94,,,,-12.63,,,,,-12.63
-185,108.29,,73.34,,-15.28,,,,,-7.16
-184,108.50,,78.35,78.35,3.04,,,,,1.99
-183,106.26,,67.96,67.96,-0.52,,,,,6.61
-182,111.08,,73.77,73.21,-13.71,,,,,-13.71
-181,107.52,,67.23,69.68,0.55,,,,,1.60
-180,104.30,,64.68,64.68,-4.05,,,,,3.07
-179,104.25,,66.44,66.44,-0.71,,,,,6.68
-178,99.37,,63.55,63.55,-4.23,,,,,-4.23
-177,99.57,,59.52,59.52,4.23,,,,,11.35
-176,102.04,,54.79,62.72,10.17,,,,,7.79
-175,104.20,,57.07,57.07,-4.99,,,,,-2.69
-174,100.09,,58.77,60.04,1.36,,,,,2.36
-173,103.19,,56.01,56.01,-4.91,,,,,-2.58
-172,100.40,,57.65,69.50,2.36,,,,,2.36
-171,100.10,,58.71,68.50,-2.25,,,,,-2.25
-170,103.20,,56.64,68.24,0.72,,,,,0.72
-169,106.11,,65.89,76.16,-2.10,,,,,-3.49
-168,104.15,,,,-2.28,,,,,6.69
-167,,,,,,,,,,
-166,97.46,,,,-10.59,,,,,-12.01
-165,146.62,,75.17,,,,,,,
-164,,,,,,,,,,
-163,,,,,,,,,,
-162,110.22,,60.56,,-5.48,,,,,-7.60
-161,107.10,,,,,,,,,5.31
-160,105.58,,58.42,,-4.39,,,,,-3.38
-159,109.14,,,,-5.55,,,,,-2.18
-158,,,82.91,,,,,,,
-157,103.52,,,,-7.91,,,,,1.70
-156,104.81,,57.70,58.67,-11.22,,,,,-6.82
-155,,,,,,,,,,
-154,97.37,,50.90,50.90,-4.77,,,,,2.24
