data/BP_videos/4.MOV
Frame number,Hips height,Hips velocity loss,Left ankle height,Right ankle height,Shoulders tilt,Shoulders velocity loss,Step angle,Step duration,Takeoff angle,Torso tilt
-264,162.58,109.89,30.58,46.58,-11.74,,-12.37,0.07,-82.64,-9.74
-263,161.58,,37.07,54.04,-8.54,,-15.66,0.03,,-12.27
-262,162.69,,40.59,56.14,-9.06,,-6.35,0.07,,-12.79
-261,160.52,,31.41,46.77,-11.93,,-17.10,0.03,,-11.79
-260,159.92,,35.30,55.67,-7.88,,17.15,0.03,,-9.26
-259,158.74,,31.42,48.64,-11.49,,15.57,0.03,,-12.99
-258,153.59,,30.81,41.16,-11.48,,28.40,0.07,,-14.55
-257,156.45,,31.36,44.08,-8.88,,5.41,0.10,,-10.25
-256,159.57,,37.32,43.48,-9.91,,-17.97,0.03,,-11.28
-255,155.37,,34.58,42.77,-7.31,,17.19,0.05,,-10.92
-254,153.62,,37.01,43.58,-10.59,,33.00,0.07,,-12.09
-253,153.58,,30.24,34.46,-6.50,,-11.90,0.05,,-10.63
-252,150.98,,26.22,39.99,-10.18,,32.14,0.03,,-11.69
-251,153.89,,24.19,36.17,-7.27,,18.87,0.12,,-11.46
-250,148.37,,26.53,31.78,-10.29,,5.31,0.08,,-11.65
-249,149.18,,21.34,33.50,-10.67,,-5.95,0.07,,-12.04
-248,145.60,,24.66,28.60,-6.25,,-18.34,0.20,,-9.25
-247,148.42,,20.36,27.16,-9.15,,-32.50,0.03,,-11.00
-246,144.69,,22.79,25.31,-9.01,,26.20,0.03,,-12.81
-245,149.05,,21.85,25.54,-6.55,,15.20,0.07,,-13.20
-244,144.32,,24.76,28.40,-8.08,,1.34,0.03,,-10.68
-243,148.31,,20.71,26.71,-11.36,,34.68,0.05,,-10.38
-242,144.58,,25.77,23.38,-6.01,,34.79,0.03,,-10.03
-241,146.06,,20.31,26.08,-11.21,,34.38,0.05,,-12.57
-240,146.05,,23.78,27.29,-12.15,,29.08,0.03,,-14.32
-239,146.10,,24.40,27.00,-5.94,,22.23,0.05,,-8.90
-238,150.53,,25.38,25.28,-12.59,,12.76,0.05,,-13.95
-237,148.01,,22.74,24.43,-8.07,,6.56,0.07,,-9.43
-236,149.24,,21.59,23.21,-12.59,,2.74,0.03,,-13.95
-235,146.28,,17.15,17.43,-8.18,,-3.13,0.05,,-10.01
-234,143.78,,22.56,22.44,-8.45,,-9.78,0.05,,-10.30
-233,145.51,,18.37,18.37,-13.65,,-13.08,0.13,,-14.56
-232,147.47,,26.19,22.05,-8.18,,23.33,0.05,,-9.55
-231,145.27,,25.27,27.89,-7.79,,-15.56,0.07,,-9.64
-230,145.29,,19.35,27.54,-8.79,,-16.88,0.08,,-10.64
-229,141.23,,23.21,23.84,-7.79,,-19.71,0.05,,-9.64
-228,145.90,,21.25,28.88,-11.61,,10.22,0.03,,-15.22
-227,145.87,,27.53,24.02,-8.75,,7.25,0.03,,-9.94
-226,136.43,,17.45,23.85,-7.40,,9.79,0.05,,-9.43
-225,142.59,,24.44,24.86,-8.51,,9.57,0.07,,-10.35
-224,145.36,,28.43,28.15,-8.09,,-22.51,0.13,,-14.52
-223,139.24,,15.90,16.07,-7.36,,8.63,0.17,,-13.75
-222,145.34,,26.94,27.69,-5.87,,-21.95,0.05,,-10.64
-221,139.24,,14.51,13.89,-6.68,,5.89,0.07,,-8.63
-220,144.44,,17.79,19.23,-9.60,,-18.94,0.07,,-11.45
-219,140.12,,21.41,19.65,-7.23,,-20.70,0.07,,-9.09
-218,145.54,,19.12,20.30,-9.19,,-18.27,0.03,,-11.03
-217,143.68,,22.81,21.76,-7.42,,-18.21,0.05,,-10.39
-216,144.70,,21.82,23.79,-7.16,,-15.11,1.08,,-11.25
-215,139.92,,23.68,22.33,-10.65,,-16.10,0.08,,-9.66
-214,140.65,,17.25,20.41,-8.43,,-12.47,0.12,,-9.79
-213,144.36,,24.03,20.95,-9.98,,-12.50,0.10,,-13.51
-212,145.70,,26.31,21.57,-11.12,,,,,-11.83
-211,143.59,,22.27,19.02,-12.46,,,,,-13.17
-210,139.69,,18.11,19.35,-12.31,,,,,-13.22
-209,143.32,,17.20,22.76,-12.53,,,,,-13.45
-208,147.42,,21.52,19.16,-15.35,,,,,-15.82
-207,145.15,,17.89,19.29,-11.48,,,,,-11.18
-206,140.62,,20.34,15.24,-10.68,,,,,-9.37
-205,147.19,,19.78,13.87,-15.79,,,,,-15.79
-204,146.55,,20.96,25.26,-15.37,,,,,-17.06
-203,144.77,,12.91,13.40,-11.29,,,,,-14.84
-202,145.80,,18.86,18.05,-12.68,,,,,-14.37
-201,145.32,,17.69,20.19,-14.08,,,,,-15.77
-200,145.65,,19.28,21.44,-15.22,,,,,-16.91
-199,146.77,,18.47,21.56,-14.09,,,,,-13.52
-198,148.77,,21.91,22.16,-13.76,,,,,-15.45
-197,148.19,,18.76,20.21,-12.68,,,,,-14.37
-196,147.23,,15.59,18.59,-15.13,,,,,-15.13
-195,146.05,,14.99,21.30,-15.36,,,,,-16.98
-194,144.59,,14.91,16.84,-19.74,,,,,-18.96
-193,144.29,,13.26,13.77,-17.01,,,,,-21.41
-192,148.54,,16.40,23.68,-23.22,,,,,-22.95
-191,145.75,,16.13,25.46,-18.45,,,,,-19.03
-190,142.52,,18.19,23.06,-24.64,,,,,-22.91
-189,137.15,,7.90,12.49,-21.26,,,,,-20.99
-188,141.44,,13.99,19.23,-22.08,,,,,-21.80
-187,137.00,,15.31,19.41,-25.48,,,,,-24.67
-186,136.38,,10.36,19.37,-25.52,,,,,-24.52
-185,129.29,,12.13,8.17,-21.65,,,,,-25.21
-184,133.62,,9.62,17.74,-28.01,,,,,-27.20
-183,125.00,,4.03,12.59,-25.12,,,,,-24.11
-182,126.85,,11.31,7.37,-28.71,,,,,-29.74
-181,130.10,,13.52,17.12,-28.68,,,,,-27.35
-180,125.66,,5.97,16.02,-30.07,,,,,-28.59
-179,126.08,,8.36,20.92,-26.94,,,,,-31.20
-178,129.25,,4.52,19.14,-25.75,,,,,-26.57
-177,130.28,,9.98,28.90,-27.57,,,,,-26.57
