data/kolin2.MOV
Frame number,Hips height,Hips velocity loss,Left ankle height,Right ankle height,Shoulders tilt,Shoulders velocity loss,Step angle,Step duration,Takeoff angle,Torso tilt
0,,3.81,,,,22.46,1.37,0.20,-16.01,
1,,,,,,,-25.88,0.17,,
2,,,,,,,14.40,0.13,,
3,,,,,,,-15.07,0.10,,
4,,,,,,,-4.57,0.07,,
5,,,,,,,-27.95,0.23,,
6,,,,,,,25.62,0.23,,
7,,,,,,,-28.99,0.13,,
8,,,,,,,-6.34,0.07,,
9,,,,,,,14.12,,,
138,349.65,,257.50,332.95,69.52,,,,,-86.44
139,340.57,,260.48,319.07,63.42,,,,,66.79
140,328.07,,289.49,289.49,61.58,,,,,75.54
141,308.72,,222.35,222.35,59.46,,,,,73.50
142,296.60,,209.61,238.59,54.25,,,,,59.35
143,283.27,,193.61,212.96,48.49,,,,,59.80
144,258.39,,171.63,171.63,47.46,,,,,49.27
145,248.76,,156.39,165.78,41.67,,,,,52.66
146,224.58,,139.99,144.04,17.41,,,,,40.71
147,202.24,,125.57,125.57,21.91,,,,,21.91
148,172.70,,95.06,95.06,11.65,,,,,14.54
149,117.70,,32.82,32.82,2.18,,,,,2.18
150,-0.72,,,,4.96,,,,,7.65
151,,,,,,,,,,
152,,,,,,,,,,
153,,,,,,,,,,
154,,,,,,,,,,
155,,,,,,,,,,
156,,,,,,,,,,
157,,,,,,,,,,
