data/BP_videos/12.MOV
Frame number,Hips height,Hips velocity loss,Left ankle height,Right ankle height,Shoulders tilt,Shoulders velocity loss,Step angle,Step duration,Takeoff angle,Torso tilt
-173,269.28,59.71,169.28,185.28,-17.40,92.43,-32.67,0.05,50.36,-18.30
-172,296.20,,180.29,257.05,-23.73,,-34.55,0.03,,44.88
-171,324.94,,266.17,260.08,-73.32,,-35.59,0.07,,0.06
-170,328.21,,269.73,263.56,-70.32,,-35.30,0.05,,0.24
-169,324.21,,266.09,266.25,-66.70,,-36.16,0.07,,-79.89
-168,323.69,,258.01,264.60,-73.93,,-38.86,0.52,,-79.89
-167,326.51,,261.63,268.14,-72.66,,-12.65,0.08,,0.24
-166,320.23,,260.97,267.55,-69.65,,-17.19,0.18,,0.24
-165,322.33,,265.36,179.57,-79.87,,-18.30,0.07,,-79.04
-164,323.34,,266.30,261.74,-69.65,,-8.44,1.18,,3.97
-163,320.48,,180.17,262.04,-1.09,,-4.33,0.03,,0.24
-162,319.80,,259.57,261.37,-73.50,,-27.10,0.27,,-78.62
-161,320.96,,260.70,256.15,-1.09,,-57.12,0.03,,0.24
-160,319.16,,261.25,263.04,3.97,,-50.00,0.05,,-76.69
-159,317.64,,183.82,252.12,-72.79,,-46.25,0.03,,-77.44
-158,316.62,,185.77,251.76,-1.09,,-41.11,0.03,,0.24
-157,319.44,,262.32,251.41,-68.63,,-39.85,0.05,,3.97
-156,314.44,,183.10,259.13,-78.34,,16.07,,,8.37
-155,321.54,,260.92,254.70,-80.99,,,,,-77.81
-154,322.55,,268.01,261.84,-75.80,,,,,-77.90
-153,320.67,,269.30,256.80,-73.81,,,,,4.56
-152,321.88,,189.49,157.99,-80.57,,,,,4.10
-151,285.07,,272.06,259.56,56.64,,,,,-6.56
-150,280.40,,188.68,144.26,-9.08,,,,,-9.08
-149,276.55,,193.66,147.04,-7.35,,,,,-8.26
-148,267.48,,191.67,149.71,-9.23,,,,,-8.28
-147,267.55,,186.57,150.70,-9.98,,,,,-11.38
-146,261.47,,193.19,148.99,-10.24,,,,,-13.66
-145,261.49,,185.62,144.53,-9.38,,,,,-12.79
-144,263.27,,185.34,149.11,-11.36,,,,,-12.58
-143,266.71,,179.91,152.40,-13.40,,,,,-12.00
-142,267.74,,178.13,155.53,-10.72,,,,,-9.82
-141,266.86,,181.18,157.49,-13.21,,,,,-13.21
-140,268.84,,180.33,161.72,-11.94,,,,,-13.02
-139,268.70,,171.65,159.92,-12.45,,,,,-13.53
-138,272.09,,160.18,162.49,-13.13,,,,,-13.02
-137,271.59,,162.01,167.74,-10.02,,,,,-14.39
-136,270.84,,155.01,166.60,-14.21,,,,,-13.21
-135,270.77,,145.35,172.60,-11.56,,,,,-10.56
-134,274.77,,148.02,170.94,-12.67,,,,,-10.18
-133,270.58,,136.88,178.35,-9.95,,,,,-12.30
-132,271.76,,131.37,177.56,-12.57,,,,,-14.62
-131,269.02,,132.57,176.16,-11.20,,,,,-13.24
-130,267.38,,134.26,176.40,-12.67,,,,,-11.67
-129,264.30,,125.35,174.88,-15.34,,,,,-17.10
-128,266.05,,130.88,164.74,-15.17,,,,,-16.59
-127,268.02,,130.48,161.75,-12.04,,,,,-11.92
-126,265.87,,133.12,163.31,-13.14,,,,,-11.88
-125,267.81,,131.50,161.54,-11.29,,,,,-10.56
-124,269.99,,139.62,157.80,-10.27,,,,,-10.57
-123,267.87,,137.49,157.44,-10.26,,,,,-10.56
-122,266.38,,153.16,150.02,-6.25,,,,,-8.87
-121,268.03,,150.94,136.19,-3.55,,,,,-6.72
-120,268.87,,160.64,139.85,-5.03,,,,,-8.14
-119,268.83,,168.23,128.91,-5.54,,,,,-4.99
-118,269.79,,172.26,120.94,-3.11,,,,,-6.49
-117,266.72,,169.03,119.35,-4.81,,,,,-5.53
-116,268.83,,168.73,115.12,-0.52,,,,,-1.86
-115,264.39,,165.18,257.04,-2.44,,,,,-7.79
-114,304.41,,239.59,254.00,67.75,,,,,-0.75
-113,308.33,,239.60,254.00,-2.65,,,,,-1.64
-112,303.76,,242.83,249.43,-1.64,,,,,-1.64
-111,306.03,,237.29,251.70,-2.65,,,,,-1.64
-110,307.97,,235.34,249.74,-3.87,,,,,-2.65
-109,304.02,,239.20,245.81,-2.60,,,,,67.75
-108,300.87,,235.76,250.23,55.83,,,,,67.11
-107,300.90,,236.07,250.47,66.36,,,,,62.81
-106,303.46,,238.71,249.18,44.33,,,,,-0.06
-105,300.67,,109.82,245.45,56.08,,,,,-1.02
-104,299.94,,111.13,131.30,33.49,,,,,-3.75
-103,272.55,,107.77,144.01,-11.51,,,,,-11.51
-102,243.54,,95.46,148.35,1.99,,,,,3.54
-101,241.16,,82.67,150.80,1.73,,,,,1.73
-100,243.09,,93.21,162.62,-3.47,,,,,-0.94
-99,294.50,,230.54,244.54,-18.05,,,,,-29.15
-98,293.19,,232.29,239.29,1.19,,,,,-40.73
-97,291.52,,227.56,242.44,-3.92,,,,,-3.07
-96,287.83,,227.81,233.93,-3.92,,,,,-53.03
