data/BP_videos/2.MOV
Frame number,Hips height,Hips velocity loss,Left ankle height,Right ankle height,Shoulders tilt,Shoulders velocity loss,Step angle,Step duration,Takeoff angle,Torso tilt
-210,220.29,3.55,181.79,181.79,-0.00,6.77,-10.55,0.75,-14.75,9.52
-209,216.13,,176.72,184.52,-5.75,,-20.82,0.12,,1.10
-208,211.42,,169.53,179.20,5.92,,34.98,0.03,,2.64
-207,214.76,,167.60,181.96,-8.35,,15.75,0.23,,1.29
-206,217.93,,,,,,-3.28,0.07,,
-205,,,,,,,-17.05,0.05,,
-204,,,,,,,-26.49,0.08,,
-203,,,,,,,8.67,0.12,,
-202,,,,,,,-7.85,0.03,,
-201,,,,,,,24.81,0.13,,
-200,210.88,,,,2.53,,0.93,0.05,,-6.93
-199,204.24,,165.81,166.23,3.18,,11.17,0.03,,-3.94
-198,207.10,,165.21,173.02,-5.54,,-10.61,0.07,,-6.55
-197,207.15,,167.96,168.34,12.28,,-14.52,0.30,,9.94
-196,210.35,,163.65,163.65,1.88,,-22.99,0.17,,1.88
-195,203.79,,165.65,166.03,10.06,,12.66,0.03,,10.06
-194,206.57,,164.66,164.93,10.16,,2.30,0.07,,10.16
-193,201.08,,160.93,161.35,-3.61,,-20.97,0.08,,-3.61
-192,201.87,,156.37,156.37,-8.10,,8.74,0.03,,-5.76
-191,195.41,,154.26,159.38,9.97,,7.72,0.03,,6.60
-190,201.88,,156.21,156.21,10.81,,-0.22,0.03,,8.47
-189,196.80,,158.64,159.10,-3.71,,12.54,0.05,,-3.71
-188,192.08,,153.03,157.77,-5.30,,1.78,0.70,,-5.30
-187,196.01,,158.23,163.05,-3.42,,-7.14,0.03,,1.13
-186,193.26,,153.93,153.93,-7.70,,3.49,,,-0.90
-185,203.25,,166.27,158.87,,,,,,
-184,199.39,,,,-13.29,,,,,-6.95
-183,209.39,,168.91,170.08,-9.54,,,,,-0.57
-182,199.67,,163.63,168.07,3.75,,,,,-4.06
-181,204.89,,174.55,174.33,-14.84,,,,,-7.93
-180,204.47,,172.04,173.57,5.57,,,,,-1.56
-179,204.79,,168.01,169.51,3.17,,,,,0.46
-178,,,,,,,,,,
-177,206.70,,169.43,,-9.14,,,,,-5.78
-176,206.56,,167.08,168.04,-0.10,,,,,-0.10
-175,199.99,,156.96,164.50,4.08,,,,,4.08
-174,191.09,,,,4.43,,,,,2.31
-173,206.45,,,,-5.03,,,,,-2.49
-172,210.18,,,,-2.88,,,,,-2.88
-171,210.46,,,160.52,-10.81,,,,,-0.32
-170,203.61,,165.42,165.42,2.12,,,,,2.12
-169,193.51,,153.52,153.52,-6.89,,,,,-5.47
-168,198.86,,151.07,151.07,3.73,,,,,4.73
-167,194.78,,154.74,154.74,-9.79,,,,,-9.79
-166,202.86,,155.16,155.16,-13.97,,,,,-11.36
-165,204.56,,156.68,156.68,-2.30,,,,,-6.85
-164,208.40,,168.69,168.69,4.66,,,,,5.67
