data/BP_videos/18.MOV
Frame number,Hips height,Hips velocity loss,Left ankle height,Right ankle height,Shoulders tilt,Shoulders velocity loss,Step angle,Step duration,Takeoff angle,Torso tilt
-272,257.26,61.06,202.46,194.63,-26.58,173.23,17.81,0.05,-80.71,-26.58
-271,256.57,,205.95,193.58,-25.76,,20.58,0.05,,-28.48
-270,257.49,,194.32,207.93,-28.04,,3.74,0.03,,-30.77
-269,260.48,,192.92,208.23,-34.66,,-18.33,0.03,,-35.70
-268,252.64,,210.06,193.65,-25.17,,-27.40,0.08,,-20.98
-267,255.01,,209.48,190.40,-30.53,,-26.79,0.10,,-26.21
-266,257.33,,192.11,204.25,-29.29,,5.06,0.05,,-24.89
-265,255.51,,191.65,196.36,-24.87,,26.17,0.03,,-21.50
-264,258.58,,192.29,202.54,-30.87,,1.50,0.03,,-26.56
-263,255.52,,196.22,196.22,-27.89,,10.58,0.05,,-23.58
-262,253.37,,192.35,214.48,-27.20,,26.04,0.22,,-23.39
-261,253.06,,190.87,213.69,-24.63,,22.16,0.05,,-24.63
-260,253.48,,192.22,212.59,-20.37,,10.21,0.08,,-16.55
-259,258.97,,191.16,218.05,-22.73,,-18.99,0.12,,-22.73
-258,253.41,,194.20,213.80,-16.79,,-35.97,0.10,,-17.24
-257,255.07,,193.52,214.99,-18.09,,22.85,0.05,,-21.91
-256,259.32,,194.67,215.08,-18.69,,15.94,0.07,,-26.91
-255,257.32,,198.05,214.90,-19.75,,-10.44,0.07,,-23.56
-254,256.57,,200.83,212.27,-19.41,,25.85,0.08,,-16.23
-253,255.15,,198.85,211.38,-15.02,,12.46,0.03,,-13.10
-252,253.97,,196.73,207.75,-20.28,,-1.20,0.03,,-20.28
-251,259.82,,201.45,208.00,-21.39,,20.21,0.20,,-18.08
-250,256.28,,202.07,205.03,-18.83,,9.70,0.27,,-21.72
-249,257.09,,208.16,194.60,-14.90,,10.82,0.05,,-17.78
-248,258.36,,209.92,190.32,-18.83,,5.26,0.18,,-18.83
-247,258.58,,216.14,191.04,-16.66,,-10.89,0.12,,-23.00
-246,255.83,,214.04,188.94,-20.73,,27.82,0.03,,-18.21
-245,260.98,,216.31,191.63,-16.34,,15.81,0.05,,-13.82
-244,259.06,,217.17,189.68,-17.39,,9.38,0.03,,-14.86
-243,253.01,,215.81,184.95,-13.31,,-0.80,0.05,,-18.39
-242,254.94,,219.82,189.36,-12.81,,-2.86,2.05,,-16.50
