data/BP_videos/11.MOV
Frame number,Hips height,Hips velocity loss,Left ankle height,Right ankle height,Shoulders tilt,Shoulders velocity loss,Step angle,Step duration,Takeoff angle,Torso tilt
-118,179.75,25.03,116.21,132.10,-14.13,-3.17,31.87,0.03,2.06,-11.39
-117,179.35,,110.71,142.08,-19.39,,20.64,0.03,,-16.79
-116,181.42,,111.30,141.56,-29.87,,-13.63,0.05,,-25.48
-115,179.40,,121.91,114.41,-19.97,,20.32,0.03,,-23.69
-114,173.49,,111.34,119.01,-15.74,,19.84,0.03,,-22.92
-113,180.74,,116.93,116.93,-18.22,,12.68,0.12,,-21.78
-112,176.17,,113.95,127.69,-19.22,,2.01,0.05,,-22.40
-111,176.30,,132.54,132.54,-19.43,,-24.11,0.05,,-22.18
-110,174.35,,116.58,133.08,-18.77,,23.37,0.05,,-17.46
-109,176.69,,115.22,124.71,-13.20,,8.06,0.15,,-15.91
-108,179.81,,118.83,135.03,-14.35,,4.28,0.08,,-11.69
-107,179.48,,113.31,129.77,-15.87,,-3.52,0.05,,-13.29
-106,181.37,,123.72,131.46,-5.90,,26.25,0.03,,-9.25
-105,180.33,,119.06,126.15,-6.25,,22.96,0.05,,-9.37
-104,184.95,,127.84,123.44,-1.62,,19.77,0.98,,-7.74
-103,182.78,,126.15,121.01,-2.48,,15.27,0.08,,2.77
-102,178.77,,129.16,116.34,-5.71,,10.92,0.05,,-10.23
-101,180.24,,133.79,114.10,-3.75,,6.06,,,-4.60
-100,182.83,,140.90,113.17,-3.43,,,,,-8.07
-99,182.39,,138.45,105.15,-0.95,,,,,-0.09
-98,179.59,,125.42,100.95,0.48,,,,,1.10
-97,181.88,,126.74,102.70,-3.06,,,,,-7.29
-96,183.18,,142.41,103.86,-1.62,,,,,-1.19
-95,173.30,,132.44,100.56,0.31,,,,,0.97
-94,179.95,,125.38,109.47,-2.72,,,,,-1.58
-93,173.94,,134.86,110.00,1.75,,,,,-5.95
-92,179.18,,133.50,107.09,-7.78,,,,,-6.53
-91,176.79,,132.20,111.33,-6.47,,,,,-4.48
-90,173.46,,128.32,107.52,-0.93,,,,,-0.31
-89,175.25,,121.91,106.52,-2.13,,,,,-1.31
-88,179.16,,128.46,112.14,-2.51,,,,,-1.66
-87,184.11,,133.38,116.08,-2.41,,,,,-1.56
-86,187.25,,128.83,119.19,-2.46,,,,,-3.46
-85,180.14,,131.64,120.77,-9.51,,,,,-8.33
-84,183.86,,127.66,124.49,-10.86,,,,,-10.86
-83,183.14,,123.11,127.60,-10.95,,,,,-9.59
-82,181.76,,120.60,126.28,-9.43,,,,,-9.43
-81,186.74,,113.48,134.57,-6.33,,,,,-15.00
-80,177.51,,101.46,132.56,-8.73,,,,,-7.60
-79,180.07,,105.22,137.18,-9.59,,,,,-15.79
