data/BP_videos/13.MOV
Frame number,Hips height,Hips velocity loss,Left ankle height,Right ankle height,Shoulders tilt,Shoulders velocity loss,Step angle,Step duration,Takeoff angle,Torso tilt
-218,-156.29,192.34,-219.32,-203.56,-11.29,-775.21,50.44,0.03,86.27,-11.29
-217,-158.93,,-215.14,-193.85,-4.33,,46.93,0.13,,-4.33
-216,-159.05,,-219.22,-197.17,-7.11,,81.50,0.12,,-9.87
-215,-153.54,,-221.14,-189.62,-11.38,,-78.74,0.05,,-7.97
-214,-157.21,,-224.48,-200.87,-2.16,,-61.73,0.03,,-3.67
-213,-154.74,,-221.97,-221.97,-3.85,,-2.69,0.03,,-3.85
-212,-151.67,,-222.88,-222.88,-16.20,,-13.79,0.07,,-5.58
-211,-153.69,,-217.25,-217.25,-15.13,,-16.29,0.18,,-18.31
-210,-155.66,,-204.29,-204.29,-18.16,,14.80,0.05,,-15.70
-209,-156.35,,-201.89,-201.89,-12.83,,11.28,0.03,,-12.83
-208,-154.61,,-198.27,-196.24,-16.81,,18.05,0.07,,-19.56
-207,-156.14,,-214.17,-198.89,-8.35,,-24.84,0.22,,-15.71
-206,-153.37,,-215.08,-202.38,-13.30,,6.86,0.08,,-15.49
-205,-150.21,,-216.53,-201.56,-3.75,,-2.93,0.15,,0.50
-204,-153.63,,-217.88,-205.00,-7.76,,19.59,0.05,,-3.59
-203,-155.56,,-209.46,-207.12,-5.79,,5.70,0.03,,-0.78
-202,-155.21,,-213.95,-218.92,0.84,,12.46,0.13,,-3.76
-201,-154.61,,-211.00,-218.50,-4.06,,-2.06,0.13,,-8.76
-200,-150.73,,-205.17,-221.31,-5.58,,-28.25,0.25,,-5.58
-199,-152.02,,-201.32,-222.79,-0.49,,22.37,0.17,,-0.86
-198,-148.81,,-198.28,-227.60,4.67,,8.89,0.08,,4.67
-197,-149.23,,-193.04,-231.51,1.74,,9.24,0.15,,1.74
-196,-148.78,,-198.25,-228.08,-0.92,,-1.41,0.03,,-0.49
-195,-156.56,,-199.74,-231.81,-1.41,,-1.74,0.35,,-1.41
-194,-157.59,,-205.31,-236.80,-3.40,,-5.50,0.08,,-6.80
-193,-163.59,,-190.64,-231.34,-4.39,,19.13,0.05,,-3.24
-192,-163.13,,-186.31,-236.23,1.62,,10.19,0.73,,2.30
-191,-161.58,,-209.55,-234.14,2.19,,,0.07,,-5.94
-190,-168.58,,-216.01,-241.42,3.53,,,,,3.53
-189,-161.66,,-212.83,-237.76,2.13,,,,,2.13
-188,-156.59,,-210.86,-229.88,3.88,,,,,-5.58
-187,-156.37,,-217.25,-232.23,-0.81,,,,,-5.39
-186,-155.57,,-213.05,-234.99,-4.08,,,,,-3.36
-185,-157.95,,-209.40,-224.18,-1.63,,,,,-1.63
-184,-149.31,,-209.36,-222.32,-4.66,,,,,-4.66
-183,-154.69,,-215.95,-217.62,-2.55,,,,,-10.56
-182,-152.78,,-218.95,-211.09,-7.04,,,,,-5.10
-181,-150.74,,-216.88,-209.07,-11.40,,,,,-12.62
-180,-150.22,,-224.57,-200.33,-11.44,,,,,-8.95
-179,-148.50,,-230.87,-200.40,-5.55,,,,,-9.95
-178,-154.46,,-239.76,-199.47,-7.51,,,,,-10.07
-177,-155.49,,-241.12,-197.72,-9.04,,,,,-7.88
-176,-159.87,,-242.27,-193.29,-9.12,,,,,-9.88
-175,-165.05,,-253.35,-199.82,-4.84,,,,,-6.78
-174,-164.14,,-251.27,-197.93,-5.41,,,,,-7.37
-173,-167.80,,-204.65,-252.12,-8.70,,,,,-7.68
-172,-167.01,,-256.88,-208.04,-5.52,,,,,-6.56
-171,-170.03,,-251.60,-209.76,-11.89,,,,,-6.27
-170,-170.40,,-251.86,-217.38,-9.80,,,,,-4.44
-169,-166.22,,-247.37,-220.50,-9.31,,,,,-9.31
-168,-172.13,,-248.08,-225.57,-6.43,,,,,-8.87
-167,-164.83,,-247.98,-225.12,-4.32,,,,,-4.32
-166,-167.19,,-248.38,-228.03,1.22,,,,,-2.09
-165,-164.65,,-245.22,-233.18,-3.77,,,,,0.82
-164,-169.45,,-242.15,-237.95,-3.78,,,,,-0.21
-163,-164.43,,-237.13,-248.56,-0.34,,,,,3.78
-162,-171.43,,-234.57,-256.87,4.62,,,,,1.02
-161,-171.53,,-226.97,-259.94,2.50,,,,,-1.02
-160,-168.73,,-224.41,-270.81,1.02,,,,,1.02
-159,-171.68,,-226.50,-274.49,3.07,,,,,2.16
-158,-176.76,,-219.69,-275.51,6.47,,,,,1.85
-157,-173.66,,-212.87,-276.18,-0.95,,,,,2.23
-156,-176.61,,-224.70,-279.36,3.16,,,,,3.16
-155,-189.51,,-216.83,-280.39,4.61,,,,,4.26
-154,-180.79,,-235.90,-283.43,0.88,,,,,-2.30
-153,-186.05,,-240.56,-282.91,1.89,,,,,2.52
-152,-185.67,,-240.95,-281.37,0.88,,,,,-2.28
-151,-184.65,,-243.56,-276.77,-2.06,,,,,-1.70
-150,-181.96,,-250.21,-279.99,-2.09,,,,,-4.43
-149,-178.10,,-253.45,-270.26,2.28,,,,,2.28
-148,-174.65,,-253.41,-270.49,-2.82,,,,,-2.82
-147,-181.86,,-255.64,-258.18,-6.72,,,,,-3.66
-146,-173.34,,-264.47,-257.01,-2.39,,,,,1.14
-145,-172.24,,-264.71,-245.16,-4.50,,,,,-7.27
-144,-177.37,,-277.62,-236.21,-8.54,,,,,-10.04
-143,-176.90,,-283.75,-230.30,-0.19,,,,,-2.38
-142,-178.87,,-287.90,-230.00,-2.37,,,,,-4.56
-141,-174.56,,-300.00,-226.94,-1.59,,,,,-2.98
-140,-185.05,,-304.36,-228.41,-1.40,,,,,-3.15
-139,-185.76,,-305.67,-227.98,-7.69,,,,,-3.70
-138,-185.17,,-304.15,-225.91,-4.51,,,,,-3.28
-137,-194.75,,-308.38,-235.97,-6.09,,,,,-5.10
-136,-194.07,,-307.90,-241.56,-11.39,,,,,-9.93
-135,-193.94,,-299.93,-252.72,-7.19,,,,,-6.43
-134,-192.73,,-300.18,-263.67,-3.63,,,,,-2.86
-133,-187.11,,-298.72,-269.80,-1.69,,,,,-1.42
-132,-187.06,,-293.48,-272.51,-2.15,,,,,-1.91
