data/BP_videos/17.MOV
0
-719.5,0,-420.5
716.105,0,344
716.105,0,368
708.316,0,368
708.316,0,392
700.526,0,400
723.895,0,376
716.105,0,400
700.526,0,392
708.316,0,408
716.105,0,448
731.684,0,480
716.105,0,408
708.316,0,448
692.737,0,480
716.105,0,392
1
-720.5,0,-420.5
711.865,0,341.376
713.292,0,364.811
705.955,0,373.098
699.094,0,389.197
699.094,0,389.197
721.579,0,372.147
715.193,0,396.058
699.094,0,389.197
707.857,0,404.345
718.045,0,442.927
735.57,0,473.223
716.144,0,411.681
710.234,0,443.403
696.512,0,475.6
714.718,0,388.246
2
-721.5,0,-421.5
717.048,0,341.486
717,0,364.965
709.158,0,372.775
701.301,0,388.411
693.474,0,388.395
724.81,0,372.806
716.937,0,396.269
701.301,0,388.411
709.095,0,404.079
716.842,0,443.225
732.431,0,474.561
716.905,0,411.921
709.016,0,443.209
693.284,0,482.308
716.953,0,388.443
3
-722.5,0,-421.5
712.217,0,345.236
713.645,0,368.692
705.66,0,369.178
706.611,0,384.816
699.102,0,393.121
729.615,0,367.72
723.057,0,391.663
707.087,0,392.635
708.039,0,408.272
717.927,0,439.062
736.277,0,477.184
716.024,0,407.786
709.942,0,439.548
696.351,0,479.614
715.072,0,392.149
4
-721.5,0,-421.5
715.816,0,345.323
715.862,0,360.99
707.885,0,368.847
707.955,0,392.347
699.955,0,392.371
723.885,0,368.8
723.955,0,392.299
707.955,0,392.347
708.001,0,408.013
716.094,0,439.323
732.187,0,470.609
724.001,0,407.966
708.117,0,447.18
692.21,0,478.561
715.932,0,384.49
5
-722.5,0,-421.5
720.201,0,342.012
720.13,0,366.012
712.107,0,373.988
800.035,0,398.249
696.059,0,389.941
728.107,0,374.036
720.036,0,398.012
704.036,0,397.964
712.012,0,405.988
719.893,0,446.012
735.798,0,478.059
719.988,0,414.012
711.893,0,445.988
695.775,0,485.94
720.059,0,390.012
6
-722.5,0,-421.5
713.124,0,346.786
714.101,0,362.589
706.688,0,370.979
707.664,0,386.783
803.46,0,396.726
730.393,0,369.514
723.956,0,393.708
700.251,0,395.172
709.129,0,410.487
718.984,0,441.605
736.74,0,472.235
717.031,0,409.999
711.082,0,442.094
800.93,0,484.132
715.566,0,386.294
7
-722.5,0,-421.5
717.916,0,343.886
717.932,0,367.219
710.007,0,367.225
710.023,0,390.558
702.097,0,390.564
797.197,0,374.941
797.214,0,398.275
702.097,0,390.564
710.034,0,406.114
717.981,0,437.219
733.855,0,468.319
717.96,0,406.108
805.172,0,444.936
694.231,0,476.125
717.949,0,390.552
8
-723.5,0,-421.5
713.719,0,339.807
715.186,0,363.094
707.913,0,371.345
701.128,0,387.359
701.128,0,387.359
723.437,0,370.367
717.142,0,394.143
701.617,0,395.121
710.357,0,410.157
720.075,0,440.718
729.794,0,471.278
718.12,0,409.668
798.188,0,443.591
691.471,0,481.485
716.653,0,386.381
9
-724.5,0,-421.5
718.387,0,342.655
718.211,0,366.432
710.375,0,374.3
702.48,0,390.094
702.421,0,398.02
725.93,0,374.415
717.976,0,398.135
702.48,0,390.094
710.14,0,406.003
717.624,0,445.689
732.944,0,477.507
717.918,0,406.06
709.846,0,445.631
795.106,0,485.894
718.035,0,390.209
10
-724.5,0,-420.5
713.342,0,339.78
714.943,0,363.058
707.717,0,371.351
708.784,0,386.87
701.025,0,387.404
723.236,0,370.284
795.205,0,396.519
709.318,0,394.63
710.385,0,410.149
720.279,0,440.653
730.173,0,471.157
718.144,0,409.615
712.519,0,441.186
801.075,0,481.873
716.544,0,386.337
11
-724.5,0,-420.5
716.921,0,341.938
716.613,0,365.293
708.828,0,365.19
708.521,0,388.545
700.736,0,388.443
802.146,0,374.205
723.988,0,396.535
809.624,0,397.663
