data/BP_videos/9.MOV
Frame number,Hips height,Hips velocity loss,Left ankle height,Right ankle height,Shoulders tilt,Shoulders velocity loss,Step angle,Step duration,Takeoff angle,Torso tilt
43,179.85,,93.55,89.74,4.86,,,,,4.86
44,173.22,,93.15,85.24,-3.88,,,,,-6.84
45,177.19,,95.72,86.65,0.80,,,,,-1.12
46,176.93,,98.43,84.85,-0.65,,,,,0.07
47,179.43,,103.08,97.61,-4.72,,,,,-3.30
48,177.41,,97.43,92.63,-2.45,,,,,-4.33
49,180.08,,95.56,91.29,-2.16,,,,,-4.03
50,182.79,,99.14,102.03,0.78,,,,,1.61
51,180.82,,100.91,104.10,-0.64,,,,,-3.87
52,184.06,,94.54,104.36,0.48,,,,,-2.22
53,184.65,,95.54,104.65,0.07,,,,,0.90
54,181.52,,91.95,93.13,-0.27,,,,,-2.84
55,183.00,,91.04,99.36,-0.40,,,,,0.34
56,180.01,,86.35,94.33,-0.26,,,,,0.46
57,185.83,,98.66,106.94,-5.14,,,,,-3.52
58,183.51,,95.70,103.47,-2.28,,,,,-1.27
59,190.24,,94.18,101.91,-0.56,,,,,-5.85
60,186.77,,115.13,106.42,-1.06,,,,,-6.96
61,188.63,,108.16,99.40,-1.78,,,,,-3.66
62,189.00,,109.14,100.52,-2.90,,,,,-8.19
63,191.11,,118.66,100.72,-3.58,,,,,-1.21
64,189.77,,110.22,100.19,-8.87,,,,,-9.12
65,189.85,,118.07,99.98,-7.69,,,,,-7.94
66,190.08,,109.01,97.85,-8.20,,,,,-6.82
67,185.92,,107.67,97.16,-3.58,,,,,-9.02
68,190.10,,112.20,100.37,-5.48,,,,,-3.11
69,189.80,,108.78,104.03,-7.20,,,,,-6.19
70,190.62,,109.30,102.23,-2.56,,,,,-8.00
71,189.65,,101.33,112.43,-9.45,,,,,-8.44
72,189.09,,95.44,92.70,-8.35,,,,,-7.87
73,193.85,,101.38,107.17,-6.68,,,,,-11.44
74,190.23,,98.08,103.07,-4.42,,,,,-7.87
75,190.01,,101.40,107.18,-5.34,,,,,-3.17
76,189.21,,101.39,107.19,-9.30,,,,,-6.70
77,192.99,,110.54,105.07,-10.95,,,,,-12.74
78,190.21,,105.76,108.96,-4.36,,,,,-7.81
79,193.86,,99.79,114.99,-5.27,,,,,-8.70
80,193.20,,106.42,119.09,-12.21,,,,,-12.45
81,193.21,,97.25,118.90,-8.04,,,,,-12.02
82,190.25,,97.19,119.22,-3.63,,,,,-5.05
83,194.11,,91.68,114.33,-6.02,,,,,-7.24
84,192.22,,102.21,122.89,-1.91,,,,,-4.42
85,195.14,,104.72,121.25,-1.71,,,,,-7.26
86,191.20,,102.47,112.52,-1.84,,,,,-7.10
87,192.25,,99.59,116.05,-1.79,,,,,-6.08
88,197.80,,100.52,117.93,-2.97,,,,,-2.97
89,194.87,,105.45,116.30,0.79,,,,,1.79
90,198.86,,101.59,120.10,1.58,,,,,-4.20
91,197.28,,109.39,121.38,-3.58,,,,,-2.11
92,192.69,,115.56,102.86,-0.20,,,,,-2.63
93,196.59,,119.78,107.27,-3.67,,,,,-5.57
94,189.58,,111.79,121.04,-6.07,,,,,-2.65
95,194.56,,115.05,118.53,-3.20,,,,,-1.30
96,200.11,,115.14,117.84,-2.22,,,,,-0.74
97,196.31,,115.03,122.85,-1.21,,,,,-3.08
98,198.46,,107.69,124.44,-2.51,,,,,-1.00
99,199.32,,120.63,120.63,-0.95,,,,,-5.25
100,198.61,,115.03,124.29,-1.58,,,,,-6.73
101,200.19,,116.69,125.91,-1.94,,,,,-7.09
102,202.44,,120.64,122.06,-2.16,,,,,-7.53
103,199.65,,118.42,119.88,2.86,,,,,-0.25
104,196.84,,112.47,115.28,-1.99,,,,,-3.93
105,198.23,,113.98,117.38,0.39,,,,,-2.04
106,200.47,,111.24,114.32,-4.54,,,,,-6.48
107,204.24,,120.31,117.00,-2.01,,,,,-6.34
108,199.12,,116.23,115.97,-4.37,,,,,-4.81
109,199.15,,113.06,111.75,1.76,,,,,-7.27
110,203.16,,117.99,109.56,2.34,,,,,-0.13
111,197.63,,119.08,110.27,1.86,,,,,-0.62
112,202.15,,119.18,117.37,-1.86,,,,,-4.35
113,202.19,,121.04,113.73,1.86,,,,,-0.01
114,203.93,,117.31,111.32,-0.82,,,,,-6.11
115,201.42,,122.74,117.88,-4.91,,,,,-6.32
116,204.02,,118.64,104.58,-2.58,,,,,-7.84
117,198.43,,118.57,113.59,-1.06,,,,,-3.00
118,197.34,,112.49,115.85,-4.30,,,,,-4.75
119,201.23,,113.74,108.59,-5.99,,,,,-7.38
120,200.32,,121.68,116.57,-1.84,,,,,-7.20
121,196.27,,116.02,109.01,-1.63,,,,,-0.15
122,199.19,,119.19,105.37,-2.01,,,,,-0.53
123,198.95,,119.16,113.73,-1.63,,,,,-0.15
124,194.29,,112.89,106.95,6.51,,,,,0.63
125,197.29,,111.73,110.66,-1.96,,,,,-0.95
126,194.29,,115.85,115.59,-2.75,,,,,-1.60
127,197.59,,126.68,111.12,-3.70,,,,,-2.23
128,203.22,,125.50,116.37,-0.26,,,,,0.74
129,203.20,,130.81,112.36,2.39,,,,,-0.48
130,199.61,,127.09,113.85,2.85,,,,,2.85
131,202.59,,118.99,107.42,1.89,,,,,2.39
132,198.77,,130.72,131.52,2.28,,,,,2.67
133,202.63,,136.98,136.98,4.92,,,,,4.92
134,201.73,,136.18,136.18,0.23,,,,,-2.30
135,201.70,,128.54,129.18,1.13,,,,,-1.64
136,200.70,,132.21,133.33,1.17,,,,,1.95
137,205.59,,129.18,136.95,0.89,,,,,-2.01
138,205.67,,131.53,139.24,0.66,,,,,-5.24
139,200.72,,135.16,134.43,5.24,,,,,2.06
140,204.09,,140.38,139.49,-5.57,,,,,-6.00
141,205.55,,131.40,122.06,-0.40,,,,,-2.37
142,201.62,,135.36,126.14,-0.23,,,,,-1.45
143,205.01,,131.76,131.76,-4.94,,,,,-6.92
144,202.53,,128.51,126.95,0.07,,,,,-1.15
145,205.61,,132.38,130.85,-4.70,,,,,-6.11
146,205.83,,136.70,135.43,-2.78,,,,,-0.69
147,204.89,,135.11,116.47,-5.46,,,,,-4.45
