data/BP_videos/7.MOV
Frame number,Hips height,Hips velocity loss,Left ankle height,Right ankle height,Shoulders tilt,Shoulders velocity loss,Step angle,Step duration,Takeoff angle,Torso tilt
-216,,98.16,,,,-1177.28,-7.36,0.05,-87.53,
-215,,,,,,,-18.56,0.05,,
-214,,,,,,,56.01,0.03,,
-213,,,,,,,30.18,0.03,,
-212,,,,,,,17.65,0.07,,
-211,,,,,,,-4.28,0.05,,
-210,,,,,,,30.90,0.07,,
-209,,,,,,,16.84,0.03,,
-208,,,,,,,-2.35,0.12,,
-207,,,,,,,-24.10,0.03,,
-206,,,,,,,9.38,0.05,,
-205,,,,,,,-2.96,0.10,,
-204,,,,,,,18.50,0.13,,
-203,,,,,,,0.15,0.08,,
-202,,,,,,,-18.25,0.07,,
-201,,,,,,,25.40,0.03,,
-200,,,,,,,20.43,0.08,,
-199,,,,,,,2.05,0.08,,
-198,,,,,,,-22.46,0.05,,
-197,,,,,,,9.28,0.20,,
-196,,,,,,,-17.45,0.05,,
-195,,,,,,,-20.45,0.12,,
-194,,,,,,,20.08,0.10,,
-193,,,,,,,3.59,0.03,,
-192,,,,,,,11.28,0.05,,
-191,,,,,,,7.17,0.17,,
-190,,,,,,,-19.41,0.05,,
-189,,,,,,,23.82,0.03,,
-188,,,,,,,20.73,0.07,,
-187,,,,,,,10.91,0.08,,
-186,,,,,,,3.52,0.05,,
-185,,,,,,,-1.17,,,
-184,,,,,,,,,,
-183,,,,,,,,,,
-182,,,,,,,,,,
-181,,,,,,,,,,
-180,,,,,,,,,,
-179,,,,,,,,,,
-178,,,,,,,,,,
-177,,,,,,,,,,
-176,,,,,,,,,,
-175,,,,,,,,,,
-174,,,,,,,,,,
-173,,,,,,,,,,
-172,,,,,,,,,,
-171,,,,,,,,,,
-170,,,,,,,,,,
-169,,,,,,,,,,
-168,,,,,,,,,,
-167,,,,,,,,,,
-166,,,,,,,,,,
-165,,,,,,,,,,
-164,,,,,,,,,,
-163,,,,,,,,,,
-162,,,,,,,,,,
-161,,,,,,,,,,
-160,,,,,,,,,,
-159,,,,,,,,,,
-158,,,,,,,,,,
-157,,,,,,,,,,
-156,,,,,,,,,,
-155,,,,,,,,,,
-154,,,,,,,,,,
-153,,,,,,,,,,
-152,,,,,,,,,,
-151,,,,,,,,,,
-150,,,,,,,,,,
-149,,,,,,,,,,
-148,,,,,,,,,,
-147,,,,,,,,,,
-146,,,,,,,,,,
-145,,,,,,,,,,
-144,,,,,,,,,,
-143,,,,,,,,,,
-142,,,,,,,,,,
-141,,,,,,,,,,
-140,,,,,,,,,,
-139,,,,,,,,,,
-138,,,,,,,,,,
-137,,,,,,,,,,
-136,126.20,,78.55,70.61,-14.14,,,,,-5.75
-135,125.90,,96.35,106.72,-9.98,,,,,-4.94
-134,124.96,,67.37,89.49,-4.41,,,,,-8.53
-133,121.86,,59.43,89.82,-6.66,,,,,-9.42
-132,126.25,,64.07,89.37,-13.86,,,,,-6.66
-131,121.42,,60.44,60.44,-8.61,,,,,-0.65
-130,121.63,,58.80,90.92,-2.12,,,,,-5.83
-129,118.64,,62.99,87.81,-8.57,,,,,-6.72
-128,119.99,,59.83,76.60,-13.10,,,,,-6.71
-127,122.96,,55.84,76.98,-8.79,,,,,-1.67
-126,123.52,,59.67,85.45,-12.30,,,,,-12.30
-125,124.85,,57.41,87.97,-11.00,,,,,-7.02
-124,126.20,,66.63,87.12,-12.96,,,,,-12.96
-123,125.85,,64.32,89.16,-8.27,,,,,-6.72
-122,126.95,,80.66,89.08,-2.34,,,,,-0.51
-121,133.91,,80.50,81.95,42.21,,,,,-44.18
-120,138.12,,77.06,80.14,-0.35,,,,,5.13
-119,125.14,,68.23,66.16,0.97,,,,,-0.03
-118,134.94,,76.32,75.02,39.95,,,,,30.73
-117,132.51,,77.37,83.26,-4.93,,,,,29.71
-116,134.01,,94.64,61.55,36.55,,,,,26.29
-115,130.75,,78.22,78.18,30.29,,,,,-26.65
-114,136.55,,77.35,85.44,-10.68,,,,,27.98
-113,122.12,,79.07,81.58,-28.67,,,,,-8.33
-112,136.06,,54.11,85.19,20.41,,,,,-18.88
-111,131.41,,57.44,84.48,14.12,,,,,-18.65
-110,117.04,,52.67,84.54,-10.71,,,,,-10.71
-109,124.06,,55.68,83.47,-10.26,,,,,-3.75
-108,124.25,,91.52,58.79,-9.81,,,,,-11.55
-107,121.84,,89.69,61.37,-2.49,,,,,-11.07
-106,125.27,,88.05,67.25,-10.69,,,,,-4.35
-105,129.31,,82.47,71.01,-8.96,,,,,-12.14
-104,134.59,,79.95,76.55,-10.29,,,,,-7.65
-103,130.86,,75.38,73.64,-6.34,,,,,-6.34
-102,138.85,,77.01,83.07,-8.72,,,,,-6.88
-101,139.69,,61.44,92.32,-8.78,,,,,13.22
-100,145.62,,83.33,89.42,-14.37,,,,,3.37
-99,137.90,,88.97,95.69,-3.14,,,,,-2.69
-98,138.44,,58.24,89.69,-31.36,,,,,32.08
-97,140.50,,84.10,89.25,-35.88,,,,,30.80
-96,140.07,,87.21,92.71,-0.71,,,,,35.83
-95,130.79,,85.99,91.16,47.47,,,,,-1.53
-94,126.29,,49.24,79.61,52.74,,,,,-3.72
-93,130.26,,49.45,106.57,-0.19,,,,,-3.52
-92,129.68,,49.22,88.43,36.66,,,,,55.10
-91,131.81,,59.62,93.71,38.28,,,,,-3.54
-90,133.76,,59.77,93.80,-6.27,,,,,-9.22
-89,134.30,,61.49,81.33,-4.16,,,,,-3.54
-88,136.26,,67.85,75.13,-2.56,,,,,-1.25
-87,138.79,,73.26,78.59,-5.09,,,,,-3.76
